ReviewID,SentenceID,Text,OpinionTarget,Category,Polarity,From,To
d680501-g186338-UID_65EE635AA60563F493C754D38BFB8A6C-REW0,d680501-g186338-UID_65EE635AA60563F493C754D38BFB8A6C-REW0:5,I'd certainly recommend it to anyone wanting a special and memorable London experience .,NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0,d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0:0,Really rather wonderful !,NULL,RESTAURANT#GENERAL,positive,0,0
d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0,d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0:1,My husband and I ate here recently and I have to say that it was one of the tastiest meals I have had in a long time,meals,FOOD#QUALITY,positive,85,90
d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0,d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0:2,"People who know me will be shocked at that statement as I'm not a 'foodie' by any means !! I had the halibut and my husband had the John Dory, both dishes were delicious",John Dory,FOOD#QUALITY,positive,132,141
d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0,d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0:2,"People who know me will be shocked at that statement as I'm not a 'foodie' by any means !! I had the halibut and my husband had the John Dory, both dishes were delicious",halibut,FOOD#QUALITY,positive,101,108
d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0,d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0:3,The staff and in particular the Head Honcho in charge of our table were excellent,staff,SERVICE#GENERAL,positive,4,9
d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0,d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0:4,"Fabulous location, fabulous meal - can't wait to go back !! Expensive but worth it.",location,LOCATION#GENERAL,positive,9,17
d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0,d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0:4,"Fabulous location, fabulous meal - can't wait to go back !! Expensive but worth it.",NULL,RESTAURANT#PRICES,negative,0,0
d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0,d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0:4,"Fabulous location, fabulous meal - can't wait to go back !! Expensive but worth it.",meal,FOOD#QUALITY,positive,28,32
d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0,d680501-g186338-UID_0BFC7D5C2D0B9329C0ADF0EDCBE685A4-REW0:4,"Fabulous location, fabulous meal - can't wait to go back !! Expensive but worth it.",NULL,RESTAURANT#GENERAL,positive,0,0
d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0,d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0:0,One of my fave places -,NULL,RESTAURANT#GENERAL,positive,0,0
d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0,d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0:1,"the food - excellent, the view - excellent, the staff - a bit stuffy, the service - excellent, the cocktails - amazing",service,SERVICE#GENERAL,positive,74,81
d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0,d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0:1,"the food - excellent, the view - excellent, the staff - a bit stuffy, the service - excellent, the cocktails - amazing",food,FOOD#QUALITY,positive,4,8
d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0,d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0:1,"the food - excellent, the view - excellent, the staff - a bit stuffy, the service - excellent, the cocktails - amazing",staff,SERVICE#GENERAL,negative,48,53
d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0,d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0:1,"the food - excellent, the view - excellent, the staff - a bit stuffy, the service - excellent, the cocktails - amazing",cocktails,DRINKS#QUALITY,positive,99,108
d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0,d680501-g186338-UID_B571B45CD52A3D7ECB36BCFECB1585DF-REW0:1,"the food - excellent, the view - excellent, the staff - a bit stuffy, the service - excellent, the cocktails - amazing",view,LOCATION#GENERAL,positive,26,30
d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:0,Really bad service and over priced average food,service,SERVICE#GENERAL,negative,11,18
d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:0,Really bad service and over priced average food,food,FOOD#PRICES,negative,43,47
d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:1,"The views are great, the cocktails are fab and we enjoyed the live jazz band",cocktails,DRINKS#QUALITY,positive,25,34
d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:1,"The views are great, the cocktails are fab and we enjoyed the live jazz band",live jazz band,AMBIENCE#GENERAL,positive,62,76
d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:1,"The views are great, the cocktails are fab and we enjoyed the live jazz band",views,LOCATION#GENERAL,positive,4,9
d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:2,"The waiter brought the wrong Red wine then knocked the bottle over our table just missing us and still charged us for it? He also incorrectly poured an extra glass of white wine and just left it to go warm, an expensive bottle and not what we would expect? He brought bread without any butter etc etc Embarrassing experience as we had taken friends and a shame as it was one we have previously enjoyed but will not go again, left angry and feeling completely fleeced",bread,FOOD#STYLE_OPTIONS,negative,268,273
d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:2,"The waiter brought the wrong Red wine then knocked the bottle over our table just missing us and still charged us for it? He also incorrectly poured an extra glass of white wine and just left it to go warm, an expensive bottle and not what we would expect? He brought bread without any butter etc etc Embarrassing experience as we had taken friends and a shame as it was one we have previously enjoyed but will not go again, left angry and feeling completely fleeced",waiter,SERVICE#GENERAL,negative,4,10
d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:2,"The waiter brought the wrong Red wine then knocked the bottle over our table just missing us and still charged us for it? He also incorrectly poured an extra glass of white wine and just left it to go warm, an expensive bottle and not what we would expect? He brought bread without any butter etc etc Embarrassing experience as we had taken friends and a shame as it was one we have previously enjoyed but will not go again, left angry and feeling completely fleeced",bottle,DRINKS#PRICES,negative,55,61
d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0,d680501-g186338-UID_D0A58CC1C365059E3AD7A4863CA3B7E3-REW0:2,"The waiter brought the wrong Red wine then knocked the bottle over our table just missing us and still charged us for it? He also incorrectly poured an extra glass of white wine and just left it to go warm, an expensive bottle and not what we would expect? He brought bread without any butter etc etc Embarrassing experience as we had taken friends and a shame as it was one we have previously enjoyed but will not go again, left angry and feeling completely fleeced",NULL,RESTAURANT#GENERAL,negative,0,0
d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0,d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0:0,"A traditional art deco ambience, supported by excellent service and well presented food...",food,FOOD#STYLE_OPTIONS,positive,83,87
d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0,d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0:0,"A traditional art deco ambience, supported by excellent service and well presented food...",ambience,AMBIENCE#GENERAL,positive,23,31
d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0,d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0:0,"A traditional art deco ambience, supported by excellent service and well presented food...",service,SERVICE#GENERAL,positive,56,63
d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0,d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0:1,Trendy buzzy cosmopolitan environment in the heart of London's West End,environment,AMBIENCE#GENERAL,positive,26,37
d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0,d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0:2,Elegant service from the smartly attired and observant restaurant team,service,SERVICE#GENERAL,positive,8,15
d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0,d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0:2,Elegant service from the smartly attired and observant restaurant team,restaurant team,SERVICE#GENERAL,positive,55,70
d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0,d731402-g186338-UID_23622AA5E297FF32D989DF6A1F06787B-REW0:3,The wine list is extensive.,wine list,DRINKS#STYLE_OPTIONS,positive,4,13
d731402-g186338-UID_F9806A43C164A13146A2923161DE9E43-REW0,d731402-g186338-UID_F9806A43C164A13146A2923161DE9E43-REW0:0,Just Fab,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_F9806A43C164A13146A2923161DE9E43-REW0,d731402-g186338-UID_F9806A43C164A13146A2923161DE9E43-REW0:1,"An amazing setting, a great breakfast menu and great food",setting,AMBIENCE#GENERAL,positive,11,18
d731402-g186338-UID_F9806A43C164A13146A2923161DE9E43-REW0,d731402-g186338-UID_F9806A43C164A13146A2923161DE9E43-REW0:1,"An amazing setting, a great breakfast menu and great food",food,FOOD#QUALITY,positive,53,57
d731402-g186338-UID_F9806A43C164A13146A2923161DE9E43-REW0,d731402-g186338-UID_F9806A43C164A13146A2923161DE9E43-REW0:2,Service was excellent and we were totally unrushed,Service,SERVICE#GENERAL,positive,0,7
d731402-g186338-UID_F9806A43C164A13146A2923161DE9E43-REW0,d731402-g186338-UID_F9806A43C164A13146A2923161DE9E43-REW0:3,"you could of course just have coffee and pastry and keep the cost down, but that does rather seem a shame.",,,,,
d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0,d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0:0,Celebration,,,,,
d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0,d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0:1,Service and food excellent - Place needs updating but staff very attentive and will return,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0,d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0:1,Service and food excellent - Place needs updating but staff very attentive and will return,staff,SERVICE#GENERAL,positive,54,59
d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0,d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0:1,Service and food excellent - Place needs updating but staff very attentive and will return,Place,AMBIENCE#GENERAL,negative,29,34
d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0,d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0:1,Service and food excellent - Place needs updating but staff very attentive and will return,Service,SERVICE#GENERAL,positive,0,7
d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0,d731402-g186338-UID_208D1FF8BC4CF66CC786FD665F0E14B1-REW0:1,Service and food excellent - Place needs updating but staff very attentive and will return,food,FOOD#QUALITY,positive,12,16
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:0,"Good food, good service",service,SERVICE#GENERAL,positive,16,23
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:0,"Good food, good service",food,FOOD#QUALITY,positive,5,9
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:1,We arrived unfashionable (and unusually) late due to traffic problems but the restaurant were incredibly accommodating,restaurant,RESTAURANT#GENERAL,positive,78,88
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:2,"Appetiser of cauliflower soup was truly excellent; main of fish goujons was average - I suspect I selected the dud choice on the menu; moules had to be returned and replaced, but were very good second time around; service was OK but we must have had as many waiters as we did courses",main of fish goujons,FOOD#QUALITY,neutral,51,71
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:2,"Appetiser of cauliflower soup was truly excellent; main of fish goujons was average - I suspect I selected the dud choice on the menu; moules had to be returned and replaced, but were very good second time around; service was OK but we must have had as many waiters as we did courses",service,SERVICE#GENERAL,positive,214,221
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:2,"Appetiser of cauliflower soup was truly excellent; main of fish goujons was average - I suspect I selected the dud choice on the menu; moules had to be returned and replaced, but were very good second time around; service was OK but we must have had as many waiters as we did courses",Appetiser of cauliflower soup,FOOD#QUALITY,positive,0,29
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:2,"Appetiser of cauliflower soup was truly excellent; main of fish goujons was average - I suspect I selected the dud choice on the menu; moules had to be returned and replaced, but were very good second time around; service was OK but we must have had as many waiters as we did courses",moules,FOOD#QUALITY,neutral,135,141
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:3,Great location and great British institution but the food was average,food,FOOD#QUALITY,neutral,53,57
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:3,Great location and great British institution but the food was average,location,LOCATION#GENERAL,positive,6,14
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:3,Great location and great British institution but the food was average,British institution,RESTAURANT#GENERAL,positive,25,44
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:4,"£100 for two incl just one glass of wine, two cocktails and two courses, incl 12.5% service",,,,,
d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0,d731402-g186338-UID_240E859B55300F2B30C5B0EB6032F57C-REW0:5,Rather expensive though,NULL,RESTAURANT#PRICES,negative,0,0
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:0,A Sorry Tale,,,,,
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:1,"We came here with friends to celebrate my 60th birthday that very day, I have had The Wolseley on my list of London restaurants for some time and this seemed a fitting occasion",,,,,
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:2,Unfortunately things went wrong from the very start...It was a busy Saturday evening and as we arrived 20 minutes early were ushered into the adjoining bar to wait for it to be “ready shortly”,NULL,SERVICE#GENERAL,negative,0,0
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:3,After half an hour I went through to ask if it would be much longer to be told “it’s there and ready” - they just forgot to let us know,NULL,SERVICE#GENERAL,negative,0,0
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:4,"Not a big deal, we sat down and perused the menus for a while but I noticed my wife getting agitated and was otherwise engaged",,,,,
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:5,"I subsequently discovered that she’d spoken to the restaurant on a couple of occasions to ensure that there would be a cold bottle of champagne waiting on the table when we sat down, this was also forgotten",NULL,SERVICE#GENERAL,negative,0,0
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:6,It arrived a few minutes later but the surprise had gone because I overheard her complaining to somebody behind us,,,,,
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:7,Oh well...We ordered our starters and main courses and three of us decided to share half a dozen oysters to kick off and we took the advice of the chap taking our order from the three available,,,,,
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:8,"They were poor, three of them were non-existent - I’m not sure how or why the shucker placed them on the tray",,,,,
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:9,We tried to scrape something from the shells but there was little or nothing there you’d put in your mouth so we requested some more,,,,,
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:10,Two more came (not sure why only two) and they were a little better but my wife was getting a little irritated now and asked for another half dozen and some prawns (as we would have undoubtedly added to the order post oysters),,,,,
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:11,"These came and there was some improvement from the initial order...Mains consisted of two chicken Kiev’s, a coq au vin and brill plus various sides",,,,,
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:12,We were initially told that the Kiev’s were not available but then they found two - how we wished they hadn’t,Kiev’s,FOOD#QUALITY,negative,32,38
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:13,"I can honestly say that I’ve had better chicken Kiev’s from Marks and Spencer, lacking in garlic butter, they weren’t supremes of chicken and were unremarkable and bland to say the least",chicken Kiev’s,FOOD#QUALITY,negative,40,54
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:14,"During the meal, our (very pleasant) waiter knocked a glass of our Albariño over my wife - utterly the wrong person (if ever there’s a right one) as it was just as she’d decided her coq au vin was poor",waiter,SERVICE#GENERAL,negative,37,43
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:15,I can endorse her opinion because I tried it,,,,,
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:16,"It looked the part but again lacked any real depth of flavour, I could and do prepare a far superior version and I’m not a chef",NULL,FOOD#QUALITY,negative,0,0
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:17,"She ate less than a quarter...We decided we’d had enough and didn’t want dessert, my wife complained while I was in the Gents and a lady who seemed to be floor manager or front of house kindly knocked off the cost of the starters, the spilled wine and my wife’s main course but to be honest our evening had been ruined and money wasn’t the issue",NULL,RESTAURANT#GENERAL,negative,0,0
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:17,"She ate less than a quarter...We decided we’d had enough and didn’t want dessert, my wife complained while I was in the Gents and a lady who seemed to be floor manager or front of house kindly knocked off the cost of the starters, the spilled wine and my wife’s main course but to be honest our evening had been ruined and money wasn’t the issue",floor manager,SERVICE#GENERAL,positive,154,167
d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0,d731402-g186338-UID_AA15B125C711FCE78F70DAEE64DF3B5E-REW0:18,"At my age I’m aware that these things can happen but my wife is less forgiving because she organised it all, it was all such a shame.",,,,,
d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0,d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0:0,"great for breakfast, lunch or dinner",NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0,d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0:1,"Been many times, with my wife, with friends, with Clients",NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0,d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0:2,"Beautiful room, quality food with good service",food,FOOD#QUALITY,positive,24,28
d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0,d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0:2,"Beautiful room, quality food with good service",room,AMBIENCE#GENERAL,positive,10,14
d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0,d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0:2,"Beautiful room, quality food with good service",service,SERVICE#GENERAL,positive,39,46
d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0,d731402-g186338-UID_278678ADC65A8C6216A850E4763BF3D7-REW0:3,If you can't beat them then join them...go with enough of you notto notice the noise.,NULL,AMBIENCE#GENERAL,negative,0,0
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:0,Ate breakfast and then lunch the following day,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:1,This restaurant is an institution,,,,,
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:2,"Set in a wonderful building with a high ceiling and lots of tables it is usually full from 07:00 until late at night! We just turned up for breakfast and were lucky to get a table, it was full to capacity",building,AMBIENCE#GENERAL,positive,19,27
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:3,The breakfast menu has everything you could possibly want to eat,breakfast menu,FOOD#STYLE_OPTIONS,positive,4,18
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:4,The quality of the ingredients were excellent and everything was beautifully cooked,ingredients,FOOD#QUALITY,positive,19,30
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:5,We enjoyed it so much we went back for lunch the following day,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:6,The menu mainly features British dishes but it has some unusual additions as well,menu,FOOD#STYLE_OPTIONS,positive,4,8
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:7,"This is not fine dining but our meal was very good and the service was excellent, prompt, attentive and polite",meal,FOOD#QUALITY,positive,32,36
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:7,"This is not fine dining but our meal was very good and the service was excellent, prompt, attentive and polite",service,SERVICE#GENERAL,positive,59,66
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:8,"It is not that expensive, for London, but it does add up when you add a few extras",NULL,RESTAURANT#PRICES,neutral,0,0
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:9,If you are looking for somewhere to eat with a great atmosphere and lots of hustle and bustle then this is a restaurant you should visit,atmosphere,AMBIENCE#GENERAL,positive,53,63
d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0,d731402-g186338-UID_B376ACF8ECBDD3C28C776E642012D9C5-REW0:10,We shall return on our next visit to London.,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_75B8BB32D2F5597ED0026BF703436BF6-REW0,d731402-g186338-UID_75B8BB32D2F5597ED0026BF703436BF6-REW0:0,New old school,,,,,
d731402-g186338-UID_75B8BB32D2F5597ED0026BF703436BF6-REW0,d731402-g186338-UID_75B8BB32D2F5597ED0026BF703436BF6-REW0:1,This comparatively new brasserie style experience is to be savoured,,,,,
d731402-g186338-UID_75B8BB32D2F5597ED0026BF703436BF6-REW0,d731402-g186338-UID_75B8BB32D2F5597ED0026BF703436BF6-REW0:2,"Busy, noisy and yet you don't mind",NULL,AMBIENCE#GENERAL,neutral,0,0
d731402-g186338-UID_75B8BB32D2F5597ED0026BF703436BF6-REW0,d731402-g186338-UID_75B8BB32D2F5597ED0026BF703436BF6-REW0:3,Love it.,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_297C233E5C03265F6C4EF33C78B528A0-REW0,d731402-g186338-UID_297C233E5C03265F6C4EF33C78B528A0-REW0:0,Always busy and buzzy ,NULL,AMBIENCE#GENERAL,positive,0,0
d731402-g186338-UID_297C233E5C03265F6C4EF33C78B528A0-REW0,d731402-g186338-UID_297C233E5C03265F6C4EF33C78B528A0-REW0:1,We come here regularly for breakfast ,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_297C233E5C03265F6C4EF33C78B528A0-REW0,d731402-g186338-UID_297C233E5C03265F6C4EF33C78B528A0-REW0:2,It is always advisable to make a booking because it fills up very quickly even though it is big inside ,,,,,
d731402-g186338-UID_297C233E5C03265F6C4EF33C78B528A0-REW0,d731402-g186338-UID_297C233E5C03265F6C4EF33C78B528A0-REW0:3,The staff are extremely professional and efficient ,staff,SERVICE#GENERAL,positive,4,9
